fold,repeat,fold_in_repeat,model,threshold,auc,accuracy,f1,precision,recall,mcc,ece_before,ece_after,T,brier,nll,adaptive_ece,calib_slope,calib_intercept,gate_w0,gate_w1,gate_w2
4,0,4,soft_moe_isotonic,0.46499999999999997,0.8804817096347669,0.8758088601294176,0.9252994011976048,0.8845163136805954,0.9700251098556183,0.5836375173652637,0.1570001663334182,0.009919296853369175,0.7959798994974874,0.09369514796584068,0.31681053916394575,0.005544686678948466,0.9473577840589473,0.058768351636997895,,,
4,0,4,soft_moe_no_kl,0.17916666666666667,0.8823008265411308,0.8765555002488801,0.9252974546915006,0.8894411736318888,0.9641661435446747,0.5892060633316933,0.14017958367332722,0.14017958367332722,,0.12289704236639841,0.39899042601262147,0.1401795797076877,0.9135374326177181,1.2676262236813711,0.41239556670188904,0.4183133840560913,0.169291153550148
4,0,4,soft_moe_no_kl_isotonic,0.4358333333333333,0.8820968383060102,0.8766799402687905,0.9253821248399969,0.8894195976262845,0.964375392341494,0.589580871191339,0.14017958367332722,0.00587122087999352,,0.09346713235866563,0.31539774391772807,0.0043669781205757765,0.9521410664738289,0.05382445220387811,,,
4,0,4,tabnet,0.19666666666666666,0.871830412023959,0.868218018914883,0.9205133978833596,0.8821752265861027,0.9623352165725048,0.5574557023855669,0.19648663880266728,0.19648663880266728,0.8195979899497488,0.14605707769823686,0.46013735112528675,0.196486649948503,1.1485869993464615,1.475104375548298,,,
4,0,4,tabnet_isotonic,0.4591666666666666,0.871302899244357,0.869462419113987,0.9210030875818962,0.8853337194150861,0.9596672944130571,0.564032463468058,0.19648663880266728,0.007636559353586586,0.8195979899497488,0.09827551334669606,0.32855243506070003,0.005675054405929796,0.970129589688046,0.028086789895006146,,,
4,0,4,lstm,0.17333333333333334,0.8816171631044072,0.8756429401028705,0.9248772176004811,0.8876010003847634,0.9654216363255911,0.5850256842484041,0.15947995128680867,0.15947995128680867,0.8195979899497488,0.12615847788899265,0.4130672086789135,0.1594799442150076,1.0041190339520494,1.3316832390136275,,,
4,0,4,lstm_isotonic,0.45333333333333325,0.8810248678697803,0.8758088601294176,0.9249285391906124,0.888182606183184,0.9648462021343377,0.5859589801037374,0.15947995128680867,0.007193631981317926,0.8195979899497488,0.093940201493656,0.3161495323577136,0.005485082867869604,0.9570220410290026,0.04633927987983467,,,
4,0,4,hard_moe,0.2841666666666667,0.7780012206598982,0.8618300978928156,0.917351065677493,0.8725161655732289,0.9670433145009416,0.528959059121236,0.232796813421766,0.22245549999284034,0.7723618090452261,,,,,,,,
4,0,4,hard_moe_isotonic,0.45333333333333325,0.7785475907717255,0.8619130579060893,0.9174334680919666,0.8722822242135547,0.9675141242937854,0.5290542251559477,0.232796813421766,0.0052800475410660795,,,,,,,,,
5,1,0,global,0.2375,0.8771492005526716,0.8801692314073583,0.927635698720036,0.8899408852789926,0.9686649926762921,0.601140096774863,0.06505699944471804,0.06843219946600809,1.0321608040201005,0.10060046814439799,0.34279448609618185,0.06602056573837012,0.7836692179012269,0.8391758035127306,,,
5,1,0,soft_moe,0.22583333333333333,0.8875736399236814,0.8802521879795927,0.9270793867293071,0.8963125763125763,0.9600334798074911,0.6057554092655484,0.16200380165742875,0.1372856587726811,0.7723618090452261,0.12403343574280223,0.40524285843295216,0.1620038185608844,1.090522754042533,1.3295421737213506,0.17062924802303314,0.5390029549598694,0.29036447405815125
5,1,0,soft_moe_calibrated,0.17916666666666667,0.8875736399236814,0.8805840142685304,0.92708623527922,0.8985713584368403,0.9574701820464532,0.6085702186953424,0.16200380165742875,0.1372856587726811,0.7723618090452261,,,,,,,,
5,1,0,soft_moe_isotonic,0.4475,0.8871638488066176,0.8802107096934755,0.9270559709032128,0.8962688025004883,0.9600334798074911,0.605597115586413,0.16200380165742875,0.004155919980416123,0.7723618090452261,0.09111460741411709,0.3068814666849416,0.005390267324706479,0.9896119333223743,0.02517776864510854,,,
5,1,0,soft_moe_no_kl,0.20249999999999999,0.8879683492440787,0.8804595794101787,0.92737627255317,0.8946421625826526,0.962596777568529,0.6051158895185694,0.15448659817400798,0.15448659817400798,,0.12173961782136254,0.39920192273348426,0.1544865850772336,1.0437776209062608,1.309979774775965,0.39927229285240173,0.4199221730232239,0.18080587685108185
5,1,0,soft_moe_no_kl_isotonic,0.4066666666666666,0.8876852944614194,0.8802521879795927,0.9272887545649162,0.8941182184661712,0.9630152751621678,0.6041009686740664,0.15448659817400798,0.0048035084131994536,,0.09095548132675377,0.3062250358439348,0.004422448768104183,0.9914532832092984,0.020673595105255724,,,
5,1,0,tabnet,0.16166666666666665,0.8871158741300387,0.8750259239288233,0.9252783771048781,0.8796623756306879,0.975884076166562,0.5787988651464868,0.1622197691797271,0.1622197691797271,0.7487437185929648,0.12448754414195874,0.4056548809958169,0.16221975975775882,1.1400810710877336,1.3088982322842995,,,
5,1,0,tabnet_isotonic,0.4591666666666666,0.8866372903232134,0.8767265336596292,0.9260622947556971,0.8829222011385199,0.9736346516007532,0.5860577588761927,0.1622197691797271,0.004023911008900499,0.7487437185929648,0.09148539807588824,0.308568533764845,0.0047792987331874495,0.9871969867660387,0.02932897076479259,,,
5,1,0,lstm,0.185,0.8864863047228244,0.8795885354017172,0.927018126052744,0.8923575819176226,0.9644800167399038,0.6008064226533216,0.16712038967432533,0.16712038967432533,0.8195979899497488,0.1282782016153161,0.41463599841065624,0.16712039684310256,1.0613214445780854,1.387890994087526,,,
5,1,0,lstm_isotonic,0.38916666666666666,0.8862304799433164,0.8796300136878344,0.9270451003067022,0.8923627915981028,0.9645323289391086,0.6009395828508542,0.16712038967432533,0.004060591331876773,0.8195979899497488,0.09139711651818526,0.3082342007457844,0.006122425527385184,0.9960550672596814,0.016680835627324656,,,
5,1,0,hard_moe,0.20833333333333331,0.7730841592123093,0.8578539134762951,0.9157964569154033,0.8634573506926748,0.9748901443816698,0.5089651710019927,0.25338836640133156,0.25206139104029507,0.9613065326633166,,,,,,,,
5,1,0,hard_moe_isotonic,0.4475,0.7754720125648183,0.8578953917624124,0.9156656163844034,0.8647480007439092,0.9729545930110902,0.5098600361785867,0.25338836640133156,0.011546806527760708,,,,,,,,,
6,1,1,global,0.2608333333333333,0.8678949509045513,0.8772242730930357,0.9253731343283582,0.8931717525672848,0.9599832609719098,0.5941045808612936,0.06588331372247216,0.07180073377185191,1.0557788944723618,0.10475695643435072,0.36014354778581464,0.06769590864216035,0.712114457665211,0.9109505353950041,,,
6,1,1,soft_moe,0.2375,0.88107851256366,0.8767265336596292,0.9242648183069161,0.9011180124223602,0.9486321075482554,0.6000365804400442,0.14873430889002953,0.14126790362147967,0.914070351758794,0.12674098635038344,0.4077307922739291,0.14873432495321115,0.927161834694668,1.3177690521660586,0.1703774333000183,0.527293860912323,0.30232423543930054
6,1,1,soft_moe_calibrated,0.21999999999999997,0.88107851256366,0.8767265336596292,0.9242532368233255,0.9012376360654109,0.94847517915991,0.6001587967072572,0.14873430889002953,0.14126790362147967,0.914070351758794,,,,,,,,
6,1,1,soft_moe_isotonic,0.45333333333333325,0.8808419358927416,0.8766850553735119,0.9242605660713831,0.9008740564163686,0.9488936548621646,0.59967544250425,0.14873430889002953,0.0069089370931778174,0.914070351758794,0.09332844866388001,0.31649840099666215,0.009477970485554158,0.9321903165078324,0.11446631655254073,,,
6,1,1,soft_moe_no_kl,0.20833333333333331,0.8808502664261773,0.8770998382346842,0.9245460796047773,0.9008038904327114,0.9495736778783281,0.6007345051523448,0.15836172928992917,0.15836172928992917,,0.12887349013786262,0.4191007324561093,0.15836170077348394,0.9143797393359728,1.3924833205804277,0.3857728838920593,0.43724319338798523,0.1769820600748062
6,1,1,soft_moe_no_kl_isotonic,0.45333333333333325,0.8806457649286512,0.8770168816624497,0.9245643047958275,0.900039627501486,0.950462938745619,0.5997449795160136,0.15836172928992917,0.0076240744847977425,,0.09345423487252287,0.31824475744081165,0.010844945001863547,0.9214135908690344,0.12796296682856714,,,
6,1,1,tabnet,0.15583333333333332,0.8784961572244733,0.8763947073706915,0.9250955157852403,0.8904049934678473,0.9625987341110007,0.5894028345035516,0.16890370526342804,0.16890370526342804,0.8668341708542713,0.1312791833488862,0.4290086709388049,0.16890369933098845,0.9642913355472098,1.4161467807478565,,,
6,1,1,tabnet_isotonic,0.44166666666666665,0.8775808411730464,0.8764361856568087,0.9251187693235804,0.8904480789702893,0.9625987341110007,0.5895634854014675,0.16890370526342804,0.011522354678248503,0.8668341708542713,0.0948701519832059,0.3203658708086087,0.011086350720939914,0.9386714164257154,0.10034773049114863,,,
6,1,1,lstm,0.20249999999999999,0.880189581774109,0.8761043593678709,0.9248912469511429,0.8905190780553941,0.9620233300204006,0.5885974229635607,0.16270199155324405,0.16270199155324405,0.7959798994974874,0.12858970678530113,0.41522223062980157,0.16270199939748026,1.0546627267071402,1.331552273864816,,,
6,1,1,lstm_isotonic,0.4475,0.8793577963481959,0.8761043593678709,0.9249063529175151,0.8903678606001936,0.962232567871528,0.5884803991529444,0.16270199155324405,0.009379417035620364,0.7959798994974874,0.09391271722400837,0.31736772010055386,0.009504894415666269,0.9315359702124867,0.11115494489838793,,,
